[INFO] 2025-03-27 11:10:06,373 | GPU memory: 10.98 GB free / 12.00 GB total
[INFO] 2025-03-27 11:10:06,373 | System memory: 20.75 GB available / 23.43 GB total
[INFO] 2025-03-27 11:10:06,378 | Loaded credentials from /root/OKXsignal/config/credentials.env
[INFO] 2025-03-27 11:10:06,382 | Loaded config from /root/OKXsignal/config/config.ini
[INFO] 2025-03-27 11:10:06,462 | GPU detected: Device 0, Memory: 12.00 GB
[INFO] 2025-03-27 11:10:06,462 | GPU acceleration is available
[INFO] 2025-03-27 11:10:06,462 | GPU capabilities detected - enabling GPU acceleration
[INFO] 2025-03-27 11:10:06,706 | Database connection pool initialized with 3-29 connections
[INFO] 2025-03-27 11:10:06,706 | Starting compute_features.py in ROLLING_UPDATE mode with rolling_window=128
[INFO] 2025-03-27 11:10:06,706 | Using 24 parallel workers with max 29 database connections
[INFO] 2025-03-27 11:10:06,706 | Numba: enabled, GPU: enabled
[INFO] 2025-03-27 11:10:06,708 | Database connection test successful
[INFO] 2025-03-27 11:10:07,656 | Found 303 pairs
[INFO] 2025-03-27 11:10:07,656 | Rolling update mode: computing last 128 rows per pair
[INFO] 2025-03-27 11:10:07,656 | Calibrating optimal batch size...
[INFO] 2025-03-27 11:10:08,681 | Testing batch size 4...
[INFO] 2025-03-27 11:10:08,682 | Computing features for 1INCH-USDT
[INFO] 2025-03-27 11:10:08,682 | Computing features for AAVE-USDT
[INFO] 2025-03-27 11:10:08,683 | Computing features for ACA-USDT
[INFO] 2025-03-27 11:10:08,684 | Computing features for ACE-USDT
[INFO] 2025-03-27 11:10:08,685 | GPU is available: Device #0, Free: 10.98 GB / 12.00 GB
[INFO] 2025-03-27 11:10:08,685 | GPU is available: Device #0, Free: 10.98 GB / 12.00 GB
[INFO] 2025-03-27 11:10:08,685 | GPU acceleration initialized for feature computation
[INFO] 2025-03-27 11:10:08,686 | Optimized feature processor initialized: Numba: enabled, GPU: enabled
[INFO] 2025-03-27 11:10:08,686 | GPU acceleration initialized for feature computation
[INFO] 2025-03-27 11:10:08,686 | Optimized feature processor initialized: Numba: enabled, GPU: enabled
[WARNING] 2025-03-27 11:10:08,808 | GPU batch computation failed, falling back to individual: name 'compute_batch_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:08,808 | GPU batch computation failed, falling back to individual: name 'compute_batch_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:08,809 | GPU calculation failed for candle features: name 'compute_candle_body_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:08,809 | GPU calculation failed for candle features: name 'compute_candle_body_features_gpu' is not defined
[INFO] 2025-03-27 11:10:08,844 | GPU is available: Device #0, Free: 10.98 GB / 12.00 GB
[INFO] 2025-03-27 11:10:08,857 | GPU acceleration initialized for feature computation
[INFO] 2025-03-27 11:10:08,858 | Optimized feature processor initialized: Numba: enabled, GPU: enabled
[WARNING] 2025-03-27 11:10:08,923 | GPU batch computation failed, falling back to individual: name 'compute_batch_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:08,931 | GPU calculation failed for candle features: name 'compute_candle_body_features_gpu' is not defined
[INFO] 2025-03-27 11:10:08,941 | GPU is available: Device #0, Free: 10.98 GB / 12.00 GB
[INFO] 2025-03-27 11:10:08,956 | GPU acceleration initialized for feature computation
[INFO] 2025-03-27 11:10:08,958 | Optimized feature processor initialized: Numba: enabled, GPU: enabled
[WARNING] 2025-03-27 11:10:09,039 | GPU batch computation failed, falling back to individual: name 'compute_batch_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:09,039 | GPU calculation failed for candle features: name 'compute_candle_body_features_gpu' is not defined
[INFO] 2025-03-27 11:10:11,219 | ACA-USDT: Updated 10/10 rows in 2.54s
[INFO] 2025-03-27 11:10:11,219 | 1INCH-USDT: Updated 10/10 rows in 2.54s
[INFO] 2025-03-27 11:10:11,219 | AAVE-USDT: Updated 10/10 rows in 2.54s
[INFO] 2025-03-27 11:10:11,219 | ACE-USDT: Updated 10/10 rows in 2.53s
[INFO] 2025-03-27 11:10:11,465 | Batch size 4: 1.44 pairs/sec
[INFO] 2025-03-27 11:10:11,523 | Testing batch size 8...
[INFO] 2025-03-27 11:10:11,523 | Computing features for 1INCH-USDT
[INFO] 2025-03-27 11:10:11,524 | Computing features for AAVE-USDT
[INFO] 2025-03-27 11:10:11,524 | Computing features for ACA-USDT
[INFO] 2025-03-27 11:10:11,524 | Computing features for ACE-USDT
[INFO] 2025-03-27 11:10:11,525 | Computing features for ACH-USDT
[INFO] 2025-03-27 11:10:11,525 | Computing features for ACT-USDT
[INFO] 2025-03-27 11:10:11,527 | Computing features for ADA-USDT
[INFO] 2025-03-27 11:10:11,527 | Computing features for AERGO-USDT
[INFO] 2025-03-27 11:10:11,528 | GPU is available: Device #0, Free: 10.98 GB / 12.00 GB
[INFO] 2025-03-27 11:10:11,529 | GPU is available: Device #0, Free: 10.98 GB / 12.00 GB
[INFO] 2025-03-27 11:10:11,529 | GPU is available: Device #0, Free: 10.98 GB / 12.00 GB
[INFO] 2025-03-27 11:10:11,529 | GPU acceleration initialized for feature computation
[INFO] 2025-03-27 11:10:11,529 | Optimized feature processor initialized: Numba: enabled, GPU: enabled
[INFO] 2025-03-27 11:10:11,530 | GPU acceleration initialized for feature computation
[INFO] 2025-03-27 11:10:11,530 | Optimized feature processor initialized: Numba: enabled, GPU: enabled
[INFO] 2025-03-27 11:10:11,530 | GPU acceleration initialized for feature computation
[INFO] 2025-03-27 11:10:11,530 | Optimized feature processor initialized: Numba: enabled, GPU: enabled
[WARNING] 2025-03-27 11:10:11,702 | GPU batch computation failed, falling back to individual: name 'compute_batch_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:11,702 | GPU batch computation failed, falling back to individual: name 'compute_batch_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:11,702 | GPU calculation failed for candle features: name 'compute_candle_body_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:11,702 | GPU batch computation failed, falling back to individual: name 'compute_batch_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:11,702 | GPU calculation failed for candle features: name 'compute_candle_body_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:11,703 | GPU calculation failed for candle features: name 'compute_candle_body_features_gpu' is not defined
[INFO] 2025-03-27 11:10:11,723 | GPU is available: Device #0, Free: 10.98 GB / 12.00 GB
[INFO] 2025-03-27 11:10:11,741 | GPU acceleration initialized for feature computation
[INFO] 2025-03-27 11:10:11,741 | Optimized feature processor initialized: Numba: enabled, GPU: enabled
[WARNING] 2025-03-27 11:10:11,831 | GPU batch computation failed, falling back to individual: name 'compute_batch_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:11,837 | GPU calculation failed for candle features: name 'compute_candle_body_features_gpu' is not defined
[INFO] 2025-03-27 11:10:11,857 | GPU is available: Device #0, Free: 10.98 GB / 12.00 GB
[INFO] 2025-03-27 11:10:11,930 | GPU is available: Device #0, Free: 10.98 GB / 12.00 GB
[INFO] 2025-03-27 11:10:11,945 | GPU acceleration initialized for feature computation
[INFO] 2025-03-27 11:10:11,955 | GPU acceleration initialized for feature computation
[INFO] 2025-03-27 11:10:11,973 | Optimized feature processor initialized: Numba: enabled, GPU: enabled
[INFO] 2025-03-27 11:10:11,980 | GPU is available: Device #0, Free: 10.98 GB / 12.00 GB
[INFO] 2025-03-27 11:10:11,994 | Optimized feature processor initialized: Numba: enabled, GPU: enabled
[INFO] 2025-03-27 11:10:11,999 | GPU acceleration initialized for feature computation
[INFO] 2025-03-27 11:10:12,010 | Optimized feature processor initialized: Numba: enabled, GPU: enabled
[INFO] 2025-03-27 11:10:12,016 | AAVE-USDT: Updated 10/10 rows in 0.49s
[WARNING] 2025-03-27 11:10:12,081 | GPU batch computation failed, falling back to individual: name 'compute_batch_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:12,134 | GPU calculation failed for candle features: name 'compute_candle_body_features_gpu' is not defined
[INFO] 2025-03-27 11:10:12,147 | GPU is available: Device #0, Free: 10.98 GB / 12.00 GB
[WARNING] 2025-03-27 11:10:12,295 | GPU batch computation failed, falling back to individual: name 'compute_batch_features_gpu' is not defined
[INFO] 2025-03-27 11:10:12,296 | ACA-USDT: Updated 10/10 rows in 0.77s
[WARNING] 2025-03-27 11:10:12,306 | GPU batch computation failed, falling back to individual: name 'compute_batch_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:12,314 | GPU calculation failed for candle features: name 'compute_candle_body_features_gpu' is not defined
[INFO] 2025-03-27 11:10:12,315 | GPU acceleration initialized for feature computation
[WARNING] 2025-03-27 11:10:12,387 | GPU calculation failed for candle features: name 'compute_candle_body_features_gpu' is not defined
[INFO] 2025-03-27 11:10:12,390 | Optimized feature processor initialized: Numba: enabled, GPU: enabled
[INFO] 2025-03-27 11:10:12,391 | 1INCH-USDT: Updated 10/10 rows in 0.87s
[WARNING] 2025-03-27 11:10:12,545 | GPU batch computation failed, falling back to individual: name 'compute_batch_features_gpu' is not defined
[WARNING] 2025-03-27 11:10:12,547 | GPU calculation failed for candle features: name 'compute_candle_body_features_gpu' is not defined
[INFO] 2025-03-27 11:10:12,557 | ACE-USDT: Updated 10/10 rows in 1.03s
[INFO] 2025-03-27 11:10:12,838 | ACT-USDT: Updated 10/10 rows in 1.31s
[INFO] 2025-03-27 11:10:12,844 | ACH-USDT: Updated 10/10 rows in 1.32s
[INFO] 2025-03-27 11:10:12,959 | ADA-USDT: Updated 10/10 rows in 1.43s
[INFO] 2025-03-27 11:10:13,023 | AERGO-USDT: Updated 10/10 rows in 1.50s
[INFO] 2025-03-27 11:10:13,077 | Batch size 8: 5.15 pairs/sec
[INFO] 2025-03-27 11:10:13,130 | Optimal batch size determined: 8 (5.15 pairs/sec)
[INFO] 2025-03-27 11:10:13,130 | Using auto-calibrated batch size: 8
[INFO] 2025-03-27 11:10:13,130 | Grouped 303 pairs into 26 balanced batches
[INFO] 2025-03-27 11:10:13,130 | Processing batch 1/26 with 12 pairs
[INFO] 2025-03-27 11:10:13,131 | Computing features for 1INCH-USDT
